JD V-C s1 V-K1 s2 V-K2 s3 V-K3 s4 V-K4 s5 C1-K1 s6 C1-K2 s7 C1-K3 s8 C1-K4 s9 C2-K1 s10 C2-K2 s11 C2-K3 s12 C2-K4 s13 C3-K1 s14 C3-K2 s15 C3-K3 s16 C3-K4 s17 C4-K1 s18 C4-K2 s19 C4-K3 s20 C4-K4 s21 C5-K1 s22 C5-K2 s23 C5-K3 s24 C5-K4 s25 K1-K2 s26 K1-K3 s27 K1-K4 s28 K2-K3 s29 K2-K4 s30 K3-K4 s31
Aperture: 6, Filter: L, JD: geocentric
2459492.4733912 0.02775 0.00378 -0.37131 0.00533 0.18655 0.00465 0.01522 0.00483 -0.84202 0.00615 -0.60508 0.00511 -0.04722 0.00440 -0.21855 0.00458 -1.07579 0.00596 -0.39937 0.00530 0.15850 0.00462 -0.01284 0.00479 -0.87008 0.00612 -0.07270 0.00567 0.48517 0.00504 0.31384 0.00520 -0.54340 0.00645 0.35437 0.00631 0.91223 0.00575 0.74090 0.00590 -0.11634 0.00702 -0.87545 0.00490 -0.31759 0.00415 -0.48892 0.00435 -1.34616 0.00578 0.55786 0.00515 0.38653 0.00531 -0.47071 0.00653 -0.17133 0.00463 -1.02857 0.00599 -0.85724 0.00613
2459492.4741551 0.02607 0.00379 -0.36724 0.00533 0.19333 0.00465 0.02406 0.00483 -0.83490 0.00614 -0.60503 0.00511 -0.04447 0.00439 -0.21373 0.00458 -1.07270 0.00595 -0.39134 0.00531 0.16922 0.00463 -0.00004 0.00480 -0.85901 0.00612 -0.06515 0.00569 0.49541 0.00505 0.32615 0.00521 -0.53282 0.00645 0.35879 0.00632 0.91936 0.00576 0.75010 0.00590 -0.10887 0.00702 -0.86710 0.00490 -0.30654 0.00415 -0.47580 0.00435 -1.33477 0.00577 0.56057 0.00515 0.39130 0.00531 -0.46766 0.00653 -0.16926 0.00462 -1.02823 0.00599 -0.85897 0.00612
2459492.4749074 0.02892 0.00380 -0.37462 0.00535 0.19513 0.00466 0.03128 0.00483 -0.83187 0.00615 -0.60939 0.00513 -0.03964 0.00440 -0.20348 0.00458 -1.06664 0.00595 -0.40294 0.00533 0.16681 0.00463 0.00296 0.00479 -0.86019 0.00612 -0.08237 0.00569 0.48738 0.00504 0.32353 0.00520 -0.53962 0.00644 0.35206 0.00634 0.92181 0.00577 0.75796 0.00591 -0.10519 0.00702 -0.87885 0.00492 -0.30909 0.00416 -0.47294 0.00434 -1.33609 0.00577 0.56975 0.00517 0.40591 0.00532 -0.45725 0.00654 -0.16384 0.00462 -1.02700 0.00599 -0.86316 0.00612
2459492.4756713 0.02221 0.00379 -0.37200 0.00534 0.18623 0.00466 0.02105 0.00483 -0.84207 0.00616 -0.60934 0.00511 -0.05111 0.00440 -0.21629 0.00458 -1.07941 0.00596 -0.38955 0.00532 0.16868 0.00464 0.00350 0.00481 -0.85962 0.00614 -0.07336 0.00568 0.48487 0.00505 0.31969 0.00521 -0.54343 0.00646 0.36047 0.00634 0.91870 0.00578 0.75352 0.00592 -0.10960 0.00704 -0.86439 0.00492 -0.30616 0.00417 -0.47134 0.00436 -1.33446 0.00580 0.55823 0.00516 0.39305 0.00532 -0.47007 0.00655 -0.16518 0.00463 -1.02830 0.00601 -0.86312 0.00614
2459492.4764236 0.02488 0.00379 -0.36557 0.00533 0.18644 0.00466 0.02580 0.00482 -0.83820 0.00616 -0.60111 0.00511 -0.04910 0.00440 -0.20974 0.00458 -1.07375 0.00597 -0.39277 0.00530 0.15925 0.00463 -0.00139 0.00479 -0.86540 0.00613 -0.06762 0.00568 0.48439 0.00505 0.32375 0.00520 -0.54026 0.00646 0.35329 0.00632 0.90531 0.00576 0.74466 0.00590 -0.11934 0.00703 -0.85704 0.00491 -0.30503 0.00417 -0.46567 0.00435 -1.32968 0.00580 0.55201 0.00515 0.39137 0.00530 -0.47263 0.00654 -0.16064 0.00463 -1.02465 0.00601 -0.86400 0.00613
2459492.4771875 0.03024 0.00381 -0.37078 0.00536 0.19611 0.00467 0.02294 0.00485 -0.83454 0.00617 -0.61829 0.00513 -0.05140 0.00440 -0.22457 0.00459 -1.08205 0.00597 -0.39951 0.00533 0.16738 0.00464 -0.00579 0.00482 -0.86327 0.00615 -0.07667 0.00570 0.49021 0.00506 0.31704 0.00522 -0.54044 0.00647 0.35189 0.00635 0.91877 0.00578 0.74561 0.00593 -0.11187 0.00705 -0.86860 0.00493 -0.30172 0.00417 -0.47488 0.00437 -1.33236 0.00580 0.56689 0.00518 0.39372 0.00534 -0.46376 0.00656 -0.17317 0.00465 -1.03065 0.00601 -0.85748 0.00615
2459492.4779398 0.02281 0.00380 -0.37575 0.00535 0.17972 0.00467 0.02288 0.00484 -0.83721 0.00617 -0.61134 0.00513 -0.05587 0.00442 -0.21271 0.00459 -1.07280 0.00597 -0.39887 0.00533 0.15661 0.00465 -0.00023 0.00481 -0.86032 0.00615 -0.07211 0.00570 0.48337 0.00507 0.32653 0.00522 -0.53357 0.00647 0.35078 0.00635 0.90625 0.00578 0.74941 0.00592 -0.11068 0.00705 -0.86836 0.00493 -0.31289 0.00418 -0.46973 0.00436 -1.32982 0.00580 0.55547 0.00518 0.39863 0.00533 -0.46146 0.00656 -0.15684 0.00465 -1.01693 0.00602 -0.86009 0.00615
2459492.4787153 0.02797 0.00381 -0.36792 0.00536 0.19309 0.00467 0.02582 0.00485 -0.84190 0.00619 -0.60734 0.00513 -0.04633 0.00441 -0.21360 0.00459 -1.08132 0.00599 -0.39834 0.00533 0.16266 0.00464 -0.00461 0.00481 -0.87233 0.00616 -0.07398 0.00570 0.48703 0.00506 0.31976 0.00522 -0.54796 0.00649 0.36198 0.00636 0.92299 0.00580 0.75572 0.00594 -0.11201 0.00708 -0.86589 0.00493 -0.30489 0.00417 -0.47216 0.00437 -1.33988 0.00582 0.56101 0.00517 0.39374 0.00533 -0.47399 0.00657 -0.16727 0.00464 -1.03499 0.00603 -0.86772 0.00616
2459492.4794676 0.01757 0.00380 -0.37838 0.00535 0.18570 0.00467 0.01254 0.00484 -0.85838 0.00620 -0.61083 0.00513 -0.04675 0.00441 -0.21991 0.00460 -1.09083 0.00601 -0.39986 0.00533 0.16422 0.00464 -0.00893 0.00482 -0.87986 0.00618 -0.07429 0.00570 0.48979 0.00506 0.31663 0.00523 -0.55429 0.00651 0.35872 0.00636 0.92280 0.00580 0.74964 0.00594 -0.12128 0.00709 -0.86116 0.00494 -0.29708 0.00418 -0.47023 0.00438 -1.34116 0.00585 0.56408 0.00518 0.39092 0.00534 -0.48000 0.00660 -0.17316 0.00465 -1.04408 0.00605 -0.87092 0.00619
2459492.4802315 0.01532 0.00380 -0.38244 0.00537 0.17730 0.00468 0.01915 0.00484 -0.84997 0.00619 -0.60648 0.00516 -0.04673 0.00444 -0.20488 0.00461 -1.07401 0.00601 -0.39565 0.00536 0.16409 0.00466 0.00594 0.00483 -0.86319 0.00618 -0.07511 0.00573 0.48463 0.00509 0.32648 0.00524 -0.54265 0.00650 0.35607 0.00638 0.91581 0.00581 0.75766 0.00594 -0.11146 0.00708 -0.87196 0.00495 -0.31222 0.00419 -0.47037 0.00437 -1.33949 0.00583 0.55974 0.00520 0.40159 0.00535 -0.46753 0.00659 -0.15815 0.00466 -1.02727 0.00605 -0.86912 0.00617
2459492.4809838 0.02548 0.00382 -0.37344 0.00538 0.18637 0.00469 0.02878 0.00486 -0.83554 0.00618 -0.60667 0.00516 -0.04686 0.00444 -0.20445 0.00461 -1.06877 0.00599 -0.40604 0.00535 0.15376 0.00465 -0.00382 0.00482 -0.86814 0.00615 -0.07481 0.00573 0.48500 0.00509 0.32741 0.00524 -0.53691 0.00649 0.34840 0.00637 0.90821 0.00580 0.75062 0.00593 -0.11370 0.00706 -0.86645 0.00495 -0.30664 0.00420 -0.46423 0.00438 -1.32855 0.00582 0.55981 0.00520 0.40222 0.00535 -0.46210 0.00658 -0.15759 0.00466 -1.02191 0.00603 -0.86432 0.00616
2459492.4817477 0.02151 0.00381 -0.37618 0.00538 0.18576 0.00469 0.02319 0.00486 -0.84088 0.00620 -0.60687 0.00516 -0.04493 0.00444 -0.20750 0.00461 -1.07158 0.00601 -0.39447 0.00536 0.16747 0.00467 0.00490 0.00484 -0.85918 0.00619 -0.07708 0.00572 0.48486 0.00508 0.32228 0.00524 -0.54179 0.00650 0.35495 0.00639 0.91689 0.00582 0.75432 0.00596 -0.10976 0.00710 -0.87085 0.00495 -0.30891 0.00419 -0.47148 0.00438 -1.33556 0.00583 0.56194 0.00520 0.39937 0.00535 -0.46471 0.00660 -0.16257 0.00466 -1.02665 0.00605 -0.86407 0.00618
2459492.4825116 0.02482 0.00382 -0.37153 0.00539 0.19084 0.00470 0.03164 0.00486 -0.84265 0.00622 -0.60410 0.00516 -0.04173 0.00444 -0.20093 0.00461 -1.07522 0.00602 -0.39836 0.00536 0.16401 0.00466 0.00481 0.00483 -0.86948 0.00619 -0.06978 0.00574 0.49259 0.00510 0.33339 0.00525 -0.54090 0.00652 0.35687 0.00639 0.91924 0.00582 0.76004 0.00595 -0.11425 0.00710 -0.87030 0.00496 -0.30793 0.00420 -0.46713 0.00438 -1.34142 0.00585 0.56237 0.00521 0.40317 0.00535 -0.47112 0.00661 -0.15920 0.00466 -1.03349 0.00606 -0.87429 0.00619
2459492.4832755 0.02386 0.00382 -0.37098 0.00538 0.18724 0.00470 0.01713 0.00488 -0.83896 0.00621 -0.61023 0.00515 -0.05201 0.00444 -0.22212 0.00462 -1.07820 0.00602 -0.39310 0.00536 0.16512 0.00467 -0.00499 0.00485 -0.86108 0.00619 -0.06851 0.00574 0.48971 0.00510 0.31959 0.00527 -0.53649 0.00652 0.36063 0.00639 0.91885 0.00583 0.74874 0.00597 -0.10734 0.00710 -0.86583 0.00495 -0.30761 0.00420 -0.47772 0.00440 -1.33380 0.00584 0.55822 0.00520 0.38811 0.00536 -0.46798 0.00660 -0.17011 0.00468 -1.02620 0.00606 -0.85609 0.00620
2459492.4847106 0.01873 0.00381 -0.38041 0.00538 0.17883 0.00469 0.02015 0.00486 -0.85215 0.00622 -0.60617 0.00517 -0.04692 0.00444 -0.20561 0.00462 -1.07791 0.00603 -0.40143 0.00536 0.15781 0.00467 -0.00088 0.00483 -0.87317 0.00620 -0.07036 0.00575 0.48889 0.00510 0.33020 0.00526 -0.54209 0.00653 0.35028 0.00639 0.90952 0.00581 0.75084 0.00595 -0.12146 0.00710 -0.87332 0.00496 -0.31407 0.00420 -0.47276 0.00438 -1.34506 0.00585 0.55924 0.00521 0.40056 0.00536 -0.47174 0.00662 -0.15869 0.00467 -1.03098 0.00607 -0.87230 0.00620
2459492.4854745 0.02430 0.00383 -0.37515 0.00540 0.19416 0.00470 0.02059 0.00488 -0.85205 0.00625 -0.60366 0.00518 -0.03435 0.00445 -0.20792 0.00464 -1.08056 0.00606 -0.40260 0.00537 0.16671 0.00467 -0.00686 0.00485 -0.87950 0.00623 -0.07715 0.00575 0.49216 0.00510 0.31859 0.00527 -0.55405 0.00655 0.34912 0.00640 0.91843 0.00582 0.74486 0.00597 -0.12778 0.00713 -0.87190 0.00497 -0.30259 0.00420 -0.47616 0.00440 -1.34880 0.00588 0.56931 0.00522 0.39574 0.00538 -0.47690 0.00665 -0.17357 0.00468 -1.04621 0.00609 -0.87264 0.00623
2459492.4862384 0.02279 0.00383 -0.37586 0.00540 0.18343 0.00471 0.01823 0.00488 -0.84194 0.00623 -0.60549 0.00518 -0.04620 0.00446 -0.21141 0.00464 -1.07158 0.00604 -0.40465 0.00537 0.15464 0.00468 -0.01057 0.00485 -0.87073 0.00620 -0.07214 0.00576 0.48715 0.00512 0.32194 0.00528 -0.53823 0.00654 0.34444 0.00640 0.90373 0.00582 0.73853 0.00596 -0.12164 0.00710 -0.86737 0.00498 -0.30808 0.00422 -0.47329 0.00441 -1.33346 0.00586 0.55929 0.00523 0.39409 0.00538 -0.46608 0.00663 -0.16520 0.00469 -1.02537 0.00608 -0.86017 0.00621
2459492.4869907 0.01933 0.00383 -0.37613 0.00540 0.18418 0.00471 0.02369 0.00488 -0.85121 0.00624 -0.60327 0.00518 -0.04296 0.00446 -0.20345 0.00463 -1.07835 0.00605 -0.39253 0.00539 0.16778 0.00469 0.00729 0.00486 -0.86761 0.00623 -0.07378 0.00576 0.48653 0.00511 0.32604 0.00527 -0.54886 0.00655 0.36081 0.00642 0.92112 0.00585 0.76063 0.00599 -0.11427 0.00714 -0.87120 0.00497 -0.31088 0.00421 -0.47138 0.00440 -1.34628 0.00587 0.56031 0.00523 0.39982 0.00538 -0.47508 0.00664 -0.16049 0.00468 -1.03539 0.00609 -0.87490 0.00622
2459492.4877431 0.02213 0.00384 -0.37465 0.00542 0.19361 0.00472 0.01998 0.00490 -0.83910 0.00625 -0.60406 0.00520 -0.03579 0.00446 -0.20942 0.00466 -1.06850 0.00606 -0.39885 0.00539 0.16942 0.00469 -0.00421 0.00487 -0.86329 0.00623 -0.07225 0.00577 0.49601 0.00512 0.32238 0.00529 -0.53670 0.00656 0.34910 0.00642 0.91737 0.00585 0.74374 0.00599 -0.11535 0.00714 -0.86772 0.00499 -0.29945 0.00422 -0.47309 0.00442 -1.33217 0.00588 0.56827 0.00523 0.39464 0.00540 -0.46444 0.00665 -0.17363 0.00469 -1.03271 0.00609 -0.85908 0.00623
2459492.4885069 0.02520 0.00385 -0.36375 0.00541 0.18805 0.00473 0.02386 0.00490 -0.83996 0.00625 -0.59728 0.00518 -0.04547 0.00447 -0.20967 0.00465 -1.07349 0.00605 -0.39178 0.00538 0.16003 0.00470 -0.00417 0.00487 -0.86798 0.00622 -0.05621 0.00577 0.49560 0.00514 0.33140 0.00530 -0.53241 0.00657 0.35769 0.00641 0.90950 0.00585 0.74530 0.00598 -0.11851 0.00713 -0.86276 0.00498 -0.31095 0.00423 -0.47515 0.00441 -1.33896 0.00588 0.55181 0.00523 0.38761 0.00538 -0.47621 0.00664 -0.16420 0.00470 -1.02801 0.00609 -0.86382 0.00623
2459492.4892708 0.02329 0.00385 -0.37449 0.00543 0.18524 0.00474 0.02624 0.00490 -0.84321 0.00625 -0.60434 0.00520 -0.04460 0.00448 -0.20361 0.00465 -1.07305 0.00606 -0.39777 0.00540 0.16196 0.00471 0.00296 0.00487 -0.86648 0.00623 -0.07414 0.00578 0.48559 0.00514 0.32659 0.00529 -0.54285 0.00656 0.35639 0.00644 0.91612 0.00587 0.75712 0.00601 -0.11232 0.00715 -0.87289 0.00499 -0.31316 0.00423 -0.47217 0.00442 -1.34161 0.00588 0.55973 0.00525 0.40073 0.00540 -0.46871 0.00665 -0.15900 0.00470 -1.02845 0.00610 -0.86944 0.00623
