JD V-C s1 V-K1 s2 V-K2 s3 V-K3 s4 V-K4 s5 C1-K1 s6 C1-K2 s7 C1-K3 s8 C1-K4 s9 C2-K1 s10 C2-K2 s11 C2-K3 s12 C2-K4 s13 C3-K1 s14 C3-K2 s15 C3-K3 s16 C3-K4 s17 C4-K1 s18 C4-K2 s19 C4-K3 s20 C4-K4 s21 C5-K1 s22 C5-K2 s23 C5-K3 s24 C5-K4 s25 K1-K2 s26 K1-K3 s27 K1-K4 s28 K2-K3 s29 K2-K4 s30 K3-K4 s31
Aperture: 6, Filter: L, JD: geocentric
2459492.3474306 0.04043 0.00356 -0.34687 0.00499 0.19595 0.00438 0.03531 0.00453 -0.82217 0.00575 -0.59604 0.00477 -0.05322 0.00412 -0.21386 0.00429 -1.07134 0.00556 -0.38766 0.00495 0.15516 0.00433 -0.00548 0.00449 -0.86296 0.00572 -0.06719 0.00529 0.47563 0.00472 0.31499 0.00486 -0.54249 0.00601 0.36017 0.00589 0.90299 0.00538 0.74235 0.00551 -0.11513 0.00655 -0.85660 0.00458 -0.31378 0.00390 -0.47442 0.00408 -1.33190 0.00540 0.54282 0.00481 0.38218 0.00496 -0.47530 0.00609 -0.16064 0.00434 -1.01812 0.00560 -0.85748 0.00572
2459492.3481829 0.03685 0.00356 -0.34578 0.00498 0.19327 0.00438 0.02597 0.00454 -0.81810 0.00574 -0.59091 0.00477 -0.05186 0.00413 -0.21916 0.00430 -1.06323 0.00556 -0.38726 0.00495 0.15179 0.00433 -0.01551 0.00450 -0.85958 0.00571 -0.06186 0.00529 0.47719 0.00472 0.30990 0.00487 -0.53417 0.00601 0.36418 0.00589 0.90323 0.00539 0.73593 0.00552 -0.10814 0.00655 -0.84959 0.00458 -0.31054 0.00391 -0.47784 0.00409 -1.32191 0.00539 0.53905 0.00481 0.37175 0.00496 -0.47232 0.00608 -0.16730 0.00435 -1.01137 0.00559 -0.84407 0.00572
2459492.3489468 0.04396 0.00357 -0.34123 0.00499 0.19763 0.00438 0.03218 0.00454 -0.81598 0.00574 -0.59355 0.00477 -0.05469 0.00413 -0.22014 0.00429 -1.06830 0.00555 -0.39097 0.00494 0.14789 0.00433 -0.01756 0.00449 -0.86572 0.00570 -0.06625 0.00529 0.47261 0.00472 0.30716 0.00487 -0.54101 0.00600 0.36466 0.00589 0.90351 0.00539 0.73806 0.00552 -0.11010 0.00654 -0.85144 0.00458 -0.31259 0.00391 -0.47804 0.00408 -1.32620 0.00539 0.53886 0.00481 0.37341 0.00496 -0.47475 0.00608 -0.16545 0.00435 -1.01361 0.00559 -0.84816 0.00572
2459492.3497106 0.04651 0.00357 -0.33713 0.00499 0.20437 0.00439 0.03866 0.00454 -0.81377 0.00575 -0.59383 0.00476 -0.05233 0.00412 -0.21804 0.00429 -1.07046 0.00556 -0.39018 0.00494 0.15132 0.00433 -0.01439 0.00449 -0.86681 0.00571 -0.06139 0.00529 0.48011 0.00472 0.31440 0.00487 -0.53802 0.00602 0.36719 0.00589 0.90868 0.00539 0.74298 0.00552 -0.10945 0.00655 -0.84990 0.00458 -0.30840 0.00391 -0.47411 0.00408 -1.32653 0.00540 0.54150 0.00481 0.37579 0.00496 -0.47663 0.00608 -0.16571 0.00434 -1.01813 0.00560 -0.85242 0.00572
2459492.3504745 0.03729 0.00356 -0.34549 0.00499 0.19251 0.00438 0.02294 0.00454 -0.82167 0.00575 -0.58963 0.00477 -0.05163 0.00413 -0.22120 0.00430 -1.06581 0.00556 -0.38390 0.00495 0.15410 0.00434 -0.01548 0.00450 -0.86008 0.00572 -0.06448 0.00529 0.47352 0.00472 0.30395 0.00487 -0.54066 0.00602 0.36289 0.00589 0.90089 0.00538 0.73132 0.00552 -0.11329 0.00655 -0.85159 0.00458 -0.31359 0.00391 -0.48316 0.00409 -1.32777 0.00540 0.53800 0.00481 0.36843 0.00496 -0.47618 0.00609 -0.16957 0.00435 -1.01418 0.00560 -0.84461 0.00573
2459492.3512384 0.04547 0.00357 -0.33720 0.00499 0.20302 0.00438 0.03827 0.00454 -0.81011 0.00574 -0.59040 0.00476 -0.05019 0.00412 -0.21493 0.00429 -1.06332 0.00555 -0.38667 0.00494 0.15354 0.00433 -0.01120 0.00449 -0.85959 0.00570 -0.06024 0.00529 0.47997 0.00472 0.31523 0.00487 -0.53316 0.00601 0.35666 0.00588 0.89688 0.00537 0.73213 0.00550 -0.11626 0.00652 -0.84880 0.00458 -0.30858 0.00390 -0.47333 0.00408 -1.32171 0.00538 0.54021 0.00481 0.37547 0.00495 -0.47292 0.00607 -0.16474 0.00434 -1.01313 0.00558 -0.84839 0.00571
2459492.3519907 0.04486 0.00357 -0.33914 0.00498 0.19976 0.00438 0.03651 0.00454 -0.82428 0.00576 -0.59728 0.00475 -0.05839 0.00412 -0.22163 0.00428 -1.08242 0.00556 -0.38183 0.00494 0.15707 0.00433 -0.00618 0.00449 -0.86697 0.00572 -0.05700 0.00529 0.48189 0.00472 0.31865 0.00487 -0.54214 0.00603 0.36457 0.00588 0.90347 0.00538 0.74022 0.00551 -0.12057 0.00655 -0.85500 0.00457 -0.31610 0.00390 -0.47935 0.00407 -1.34014 0.00540 0.53890 0.00481 0.37565 0.00495 -0.48514 0.00609 -0.16325 0.00434 -1.02404 0.00561 -0.86079 0.00573
2459492.3527546 0.04233 0.00357 -0.33887 0.00499 0.19299 0.00439 0.03178 0.00455 -0.81860 0.00576 -0.59292 0.00477 -0.06106 0.00413 -0.22227 0.00430 -1.07265 0.00556 -0.37706 0.00496 0.15480 0.00435 -0.00641 0.00451 -0.85679 0.00573 -0.05858 0.00530 0.47328 0.00474 0.31207 0.00488 -0.53831 0.00602 0.36356 0.00589 0.89542 0.00539 0.73421 0.00552 -0.11617 0.00655 -0.85138 0.00458 -0.31952 0.00392 -0.48073 0.00409 -1.33112 0.00540 0.53186 0.00482 0.37065 0.00496 -0.47973 0.00609 -0.16121 0.00436 -1.01159 0.00561 -0.85038 0.00573
2459492.3535185 0.04144 0.00358 -0.34046 0.00500 0.19880 0.00439 0.02997 0.00455 -0.81715 0.00576 -0.59594 0.00477 -0.05667 0.00413 -0.22551 0.00430 -1.07262 0.00557 -0.37701 0.00496 0.16225 0.00435 -0.00658 0.00452 -0.85370 0.00573 -0.05882 0.00531 0.48044 0.00474 0.31161 0.00489 -0.53551 0.00603 0.36617 0.00590 0.90543 0.00539 0.73660 0.00553 -0.11051 0.00656 -0.85206 0.00458 -0.31279 0.00391 -0.48163 0.00409 -1.32874 0.00541 0.53926 0.00482 0.37043 0.00497 -0.47668 0.00610 -0.16883 0.00436 -1.01594 0.00561 -0.84711 0.00574
2459492.3542708 0.04410 0.00358 -0.33822 0.00500 0.19758 0.00440 0.03362 0.00455 -0.81738 0.00577 -0.59547 0.00477 -0.05967 0.00413 -0.22363 0.00430 -1.07463 0.00557 -0.38208 0.00496 0.15372 0.00435 -0.01024 0.00451 -0.86124 0.00573 -0.06003 0.00530 0.47577 0.00474 0.31181 0.00488 -0.53920 0.00603 0.36005 0.00589 0.89585 0.00539 0.73189 0.00551 -0.11911 0.00655 -0.84787 0.00458 -0.31207 0.00392 -0.47603 0.00409 -1.32703 0.00541 0.53580 0.00482 0.37184 0.00497 -0.47916 0.00610 -0.16396 0.00436 -1.01496 0.00561 -0.85100 0.00574
2459492.3550347 0.04822 0.00358 -0.33461 0.00501 0.20359 0.00440 0.03690 0.00456 -0.80437 0.00576 -0.58946 0.00478 -0.05126 0.00414 -0.21796 0.00431 -1.05923 0.00556 -0.38354 0.00496 0.15466 0.00435 -0.01204 0.00451 -0.85331 0.00571 -0.06072 0.00530 0.47748 0.00474 0.31079 0.00489 -0.53048 0.00602 0.35946 0.00589 0.89766 0.00539 0.73096 0.00552 -0.11030 0.00654 -0.85282 0.00458 -0.31461 0.00392 -0.48131 0.00409 -1.32258 0.00539 0.53820 0.00482 0.37151 0.00497 -0.46976 0.00608 -0.16670 0.00436 -1.00797 0.00560 -0.84127 0.00572
2459492.3558102 0.04203 0.00358 -0.34126 0.00500 0.19726 0.00439 0.03580 0.00455 -0.81201 0.00576 -0.59452 0.00478 -0.05601 0.00413 -0.21746 0.00430 -1.06528 0.00556 -0.37945 0.00496 0.15906 0.00435 -0.00239 0.00451 -0.85021 0.00572 -0.06132 0.00531 0.47719 0.00474 0.31574 0.00488 -0.53208 0.00602 0.36219 0.00590 0.90071 0.00539 0.73925 0.00552 -0.10856 0.00655 -0.85355 0.00459 -0.31503 0.00391 -0.47649 0.00409 -1.32430 0.00540 0.53851 0.00483 0.37706 0.00497 -0.47076 0.00609 -0.16146 0.00435 -1.00927 0.00560 -0.84782 0.00572
2459492.3572569 0.04768 0.00358 -0.34105 0.00501 0.20023 0.00440 0.03513 0.00456 -0.81072 0.00576 -0.59796 0.00478 -0.05669 0.00413 -0.22178 0.00430 -1.06764 0.00556 -0.39505 0.00496 0.14622 0.00434 -0.01887 0.00450 -0.86473 0.00571 -0.06318 0.00531 0.47810 0.00474 0.31300 0.00489 -0.53285 0.00602 0.35318 0.00589 0.89445 0.00538 0.72936 0.00552 -0.11650 0.00654 -0.85453 0.00459 -0.31326 0.00392 -0.47835 0.00410 -1.32421 0.00540 0.54127 0.00483 0.37618 0.00497 -0.46968 0.00609 -0.16510 0.00436 -1.01095 0.00560 -0.84586 0.00573
2459492.3580093 0.04960 0.00358 -0.33571 0.00500 0.20179 0.00439 0.04007 0.00455 -0.81113 0.00575 -0.59412 0.00477 -0.05662 0.00413 -0.21834 0.00429 -1.06955 0.00555 -0.38882 0.00495 0.14868 0.00433 -0.01304 0.00449 -0.86424 0.00571 -0.06117 0.00530 0.47632 0.00473 0.31460 0.00487 -0.53660 0.00601 0.36356 0.00589 0.90105 0.00539 0.73933 0.00552 -0.11187 0.00654 -0.85487 0.00458 -0.31738 0.00391 -0.47910 0.00408 -1.33030 0.00539 0.53749 0.00482 0.37577 0.00496 -0.47543 0.00608 -0.16172 0.00435 -1.01292 0.00559 -0.85120 0.00572
2459492.3587847 0.04162 0.00357 -0.33963 0.00499 0.19622 0.00439 0.03443 0.00454 -0.80942 0.00574 -0.59136 0.00477 -0.05552 0.00413 -0.21731 0.00430 -1.06115 0.00554 -0.37970 0.00495 0.15615 0.00434 -0.00564 0.00450 -0.84948 0.00570 -0.05712 0.00530 0.47873 0.00473 0.31694 0.00488 -0.52690 0.00601 0.35801 0.00588 0.89386 0.00538 0.73207 0.00551 -0.11177 0.00653 -0.84993 0.00458 -0.31408 0.00391 -0.47587 0.00408 -1.31972 0.00538 0.53585 0.00482 0.37406 0.00496 -0.46979 0.00607 -0.16179 0.00435 -1.00564 0.00559 -0.84384 0.00571
2459492.3595370 0.04440 0.00357 -0.34435 0.00501 0.19827 0.00439 0.03450 0.00455 -0.81435 0.00575 -0.60064 0.00478 -0.05802 0.00413 -0.22179 0.00430 -1.07064 0.00556 -0.38947 0.00496 0.15314 0.00434 -0.01062 0.00450 -0.85948 0.00572 -0.06264 0.00531 0.47998 0.00474 0.31621 0.00488 -0.53264 0.00602 0.35551 0.00590 0.89813 0.00539 0.73436 0.00552 -0.11450 0.00654 -0.85715 0.00459 -0.31453 0.00391 -0.47830 0.00409 -1.32716 0.00540 0.54262 0.00483 0.37885 0.00497 -0.47000 0.00609 -0.16377 0.00435 -1.01262 0.00560 -0.84885 0.00573
2459492.3603009 0.04393 0.00357 -0.34242 0.00500 0.19364 0.00439 0.03702 0.00455 -0.81892 0.00576 -0.59819 0.00477 -0.06213 0.00413 -0.21875 0.00429 -1.07469 0.00557 -0.38764 0.00496 0.14842 0.00434 -0.00820 0.00450 -0.86414 0.00573 -0.06542 0.00530 0.47064 0.00473 0.31402 0.00487 -0.54192 0.00603 0.35490 0.00589 0.89096 0.00538 0.73434 0.00551 -0.12160 0.00655 -0.85093 0.00459 -0.31487 0.00392 -0.47149 0.00409 -1.32743 0.00541 0.53606 0.00483 0.37944 0.00496 -0.47650 0.00610 -0.15662 0.00435 -1.01256 0.00561 -0.85594 0.00573
2459492.3610648 0.04588 0.00358 -0.33930 0.00500 0.19801 0.00439 0.03291 0.00455 -0.81931 0.00577 -0.59918 0.00477 -0.06188 0.00413 -0.22697 0.00430 -1.07919 0.00557 -0.38483 0.00496 0.15247 0.00435 -0.01262 0.00451 -0.86484 0.00573 -0.06147 0.00531 0.47583 0.00474 0.31074 0.00489 -0.54148 0.00603 0.35848 0.00589 0.89579 0.00539 0.73069 0.00552 -0.12153 0.00656 -0.85126 0.00459 -0.31395 0.00392 -0.47905 0.00409 -1.33126 0.00541 0.53730 0.00482 0.37221 0.00497 -0.48001 0.00610 -0.16510 0.00436 -1.01731 0.00561 -0.85222 0.00574
2459492.3618171 0.04768 0.00357 -0.34339 0.00500 0.20147 0.00439 0.03447 0.00455 -0.81593 0.00576 -0.60491 0.00477 -0.06006 0.00412 -0.22706 0.00429 -1.07746 0.00556 -0.38952 0.00496 0.15534 0.00434 -0.01166 0.00450 -0.86206 0.00572 -0.06659 0.00530 0.47827 0.00473 0.31127 0.00488 -0.53913 0.00602 0.35463 0.00590 0.89948 0.00539 0.73248 0.00552 -0.11792 0.00655 -0.85907 0.00459 -0.31422 0.00391 -0.48122 0.00409 -1.33162 0.00540 0.54485 0.00482 0.37785 0.00497 -0.47255 0.00610 -0.16700 0.00435 -1.01740 0.00561 -0.85040 0.00573
2459492.3625810 0.04372 0.00358 -0.34696 0.00501 0.19670 0.00439 0.03417 0.00455 -0.81692 0.00576 -0.60232 0.00478 -0.05866 0.00413 -0.22119 0.00430 -1.07228 0.00556 -0.38873 0.00497 0.15492 0.00435 -0.00760 0.00450 -0.85869 0.00572 -0.06600 0.00531 0.47765 0.00474 0.31513 0.00488 -0.53597 0.00602 0.35566 0.00590 0.89932 0.00539 0.73679 0.00552 -0.11430 0.00655 -0.86101 0.00459 -0.31736 0.00391 -0.47988 0.00409 -1.33098 0.00540 0.54365 0.00483 0.38113 0.00497 -0.46996 0.00610 -0.16252 0.00435 -1.01362 0.00560 -0.85109 0.00573
2459492.3633565 0.04409 0.00357 -0.34291 0.00500 0.20053 0.00439 0.03646 0.00454 -0.81476 0.00575 -0.59557 0.00477 -0.05213 0.00413 -0.21620 0.00429 -1.06741 0.00556 -0.39079 0.00495 0.15265 0.00433 -0.01142 0.00449 -0.86263 0.00571 -0.06458 0.00530 0.47887 0.00473 0.31479 0.00487 -0.53642 0.00602 0.35557 0.00588 0.89902 0.00537 0.73494 0.00550 -0.11627 0.00654 -0.85370 0.00458 -0.31026 0.00391 -0.47433 0.00408 -1.32554 0.00540 0.54344 0.00482 0.37937 0.00496 -0.47184 0.00609 -0.16407 0.00434 -1.01529 0.00560 -0.85121 0.00572
2459492.3641088 0.04383 0.00357 -0.34393 0.00499 0.18947 0.00439 0.03350 0.00454 -0.81899 0.00575 -0.59795 0.00477 -0.06454 0.00413 -0.22051 0.00429 -1.07301 0.00556 -0.38979 0.00495 0.14361 0.00434 -0.01235 0.00449 -0.86485 0.00571 -0.06869 0.00529 0.46471 0.00473 0.30875 0.00487 -0.54375 0.00601 0.36327 0.00590 0.89668 0.00540 0.74071 0.00552 -0.11179 0.00655 -0.85548 0.00458 -0.32208 0.00391 -0.47805 0.00408 -1.33054 0.00540 0.53340 0.00482 0.37744 0.00496 -0.47506 0.00609 -0.15597 0.00435 -1.00846 0.00560 -0.85250 0.00572
2459492.3648611 0.04820 0.00357 -0.33815 0.00500 0.20370 0.00439 0.03907 0.00455 -0.80880 0.00575 -0.60283 0.00476 -0.06098 0.00412 -0.22562 0.00429 -1.07348 0.00554 -0.38751 0.00495 0.15433 0.00433 -0.01030 0.00450 -0.85817 0.00571 -0.06091 0.00530 0.48094 0.00473 0.31631 0.00488 -0.53156 0.00601 0.35861 0.00588 0.90045 0.00538 0.73582 0.00551 -0.11204 0.00653 -0.85072 0.00458 -0.30887 0.00391 -0.47350 0.00408 -1.32137 0.00539 0.54184 0.00481 0.37721 0.00496 -0.47065 0.00608 -0.16463 0.00434 -1.01250 0.00559 -0.84787 0.00571
2459492.3656250 0.04108 0.00357 -0.33827 0.00499 0.20177 0.00438 0.03363 0.00454 -0.81510 0.00575 -0.59164 0.00476 -0.05159 0.00412 -0.21973 0.00430 -1.06846 0.00556 -0.37575 0.00495 0.16429 0.00434 -0.00385 0.00451 -0.85258 0.00572 -0.06099 0.00529 0.47906 0.00472 0.31092 0.00487 -0.53781 0.00602 0.36454 0.00588 0.90459 0.00538 0.73645 0.00551 -0.11228 0.00654 -0.84641 0.00458 -0.30636 0.00391 -0.47450 0.00409 -1.32323 0.00540 0.54005 0.00481 0.37190 0.00496 -0.47682 0.00608 -0.16814 0.00434 -1.01687 0.00560 -0.84873 0.00573
2459492.3663889 0.04462 0.00358 -0.34196 0.00500 0.19887 0.00439 0.03354 0.00455 -0.80855 0.00575 -0.59227 0.00478 -0.05143 0.00413 -0.21676 0.00431 -1.05885 0.00555 -0.39326 0.00495 0.14757 0.00434 -0.01776 0.00450 -0.85985 0.00570 -0.06020 0.00531 0.48064 0.00474 0.31531 0.00489 -0.52678 0.00602 0.35850 0.00590 0.89934 0.00539 0.73401 0.00552 -0.10808 0.00654 -0.85638 0.00459 -0.31555 0.00391 -0.48088 0.00409 -1.32297 0.00539 0.54084 0.00482 0.37550 0.00497 -0.46658 0.00608 -0.16533 0.00435 -1.00742 0.00559 -0.84209 0.00572
2459492.3671528 0.04766 0.00358 -0.33346 0.00500 0.20719 0.00439 0.04912 0.00455 -0.80592 0.00575 -0.59568 0.00477 -0.05504 0.00412 -0.21311 0.00429 -1.06815 0.00555 -0.38281 0.00495 0.15783 0.00434 -0.00024 0.00449 -0.85527 0.00571 -0.05709 0.00530 0.48356 0.00473 0.32549 0.00488 -0.52955 0.00602 0.36209 0.00589 0.90274 0.00538 0.74467 0.00551 -0.11037 0.00654 -0.84544 0.00458 -0.30479 0.00391 -0.46286 0.00408 -1.31790 0.00539 0.54064 0.00481 0.38257 0.00495 -0.47246 0.00608 -0.15807 0.00434 -1.01311 0.00559 -0.85504 0.00571
2459492.3679051 0.04372 0.00357 -0.34008 0.00500 0.19787 0.00439 0.03482 0.00455 -0.81849 0.00576 -0.59599 0.00477 -0.05804 0.00413 -0.22108 0.00429 -1.07440 0.00557 -0.38789 0.00495 0.15006 0.00434 -0.01299 0.00450 -0.86630 0.00572 -0.06241 0.00530 0.47554 0.00473 0.31250 0.00488 -0.54081 0.00603 0.36445 0.00589 0.90240 0.00539 0.73936 0.00552 -0.11395 0.00656 -0.84881 0.00458 -0.31086 0.00391 -0.47390 0.00409 -1.32722 0.00541 0.53795 0.00482 0.37491 0.00496 -0.47841 0.00609 -0.16304 0.00435 -1.01636 0.00561 -0.85332 0.00573
2459492.3686806 0.04135 0.00357 -0.34577 0.00500 0.19136 0.00439 0.03353 0.00455 -0.81849 0.00576 -0.59890 0.00478 -0.06178 0.00413 -0.21960 0.00430 -1.07163 0.00556 -0.38846 0.00496 0.14867 0.00435 -0.00915 0.00450 -0.86118 0.00572 -0.06273 0.00531 0.47439 0.00474 0.31657 0.00488 -0.53546 0.00603 0.35875 0.00590 0.89587 0.00539 0.73805 0.00552 -0.11398 0.00655 -0.85488 0.00459 -0.31776 0.00392 -0.47558 0.00409 -1.32761 0.00540 0.53712 0.00483 0.37930 0.00497 -0.47273 0.00610 -0.15782 0.00436 -1.00985 0.00561 -0.85203 0.00573
2459492.3694329 0.04703 0.00358 -0.34140 0.00501 0.19763 0.00440 0.03840 0.00455 -0.80993 0.00575 -0.59634 0.00478 -0.05731 0.00414 -0.21655 0.00430 -1.06487 0.00556 -0.38984 0.00496 0.14918 0.00434 -0.01005 0.00450 -0.85838 0.00571 -0.06403 0.00531 0.47500 0.00474 0.31576 0.00488 -0.53257 0.00602 0.35260 0.00589 0.89163 0.00538 0.73240 0.00551 -0.11593 0.00654 -0.85762 0.00459 -0.31859 0.00391 -0.47783 0.00409 -1.32615 0.00539 0.53903 0.00483 0.37979 0.00497 -0.46853 0.00609 -0.15924 0.00435 -1.00756 0.00560 -0.84833 0.00572
2459492.3701968 0.04967 0.00358 -0.33559 0.00500 0.19911 0.00440 0.03935 0.00455 -0.80721 0.00575 -0.59976 0.00477 -0.06506 0.00413 -0.22483 0.00429 -1.07138 0.00555 -0.38542 0.00495 0.14928 0.00434 -0.01049 0.00450 -0.85704 0.00571 -0.06210 0.00530 0.47260 0.00474 0.31284 0.00488 -0.53372 0.00602 0.36324 0.00590 0.89794 0.00540 0.73818 0.00552 -0.10838 0.00655 -0.85191 0.00458 -0.31721 0.00391 -0.47697 0.00409 -1.32353 0.00539 0.53470 0.00482 0.37494 0.00496 -0.47162 0.00608 -0.15977 0.00435 -1.00632 0.00560 -0.84655 0.00572
2459492.3709606 0.04856 0.00358 -0.33600 0.00501 0.20185 0.00440 0.04271 0.00455 -0.80607 0.00576 -0.59615 0.00477 -0.05831 0.00413 -0.21745 0.00430 -1.06623 0.00556 -0.38288 0.00496 0.15496 0.00435 -0.00418 0.00450 -0.85296 0.00572 -0.06136 0.00531 0.47648 0.00474 0.31734 0.00488 -0.53144 0.00602 0.36416 0.00591 0.90201 0.00540 0.74286 0.00553 -0.10592 0.00655 -0.85479 0.00459 -0.31695 0.00391 -0.47609 0.00409 -1.32487 0.00539 0.53784 0.00482 0.37870 0.00497 -0.47008 0.00609 -0.15914 0.00435 -1.00792 0.00560 -0.84878 0.00572
2459492.3717245 0.04310 0.00357 -0.34229 0.00500 0.19876 0.00439 0.03640 0.00455 -0.81661 0.00576 -0.59453 0.00478 -0.05348 0.00413 -0.21584 0.00430 -1.06885 0.00557 -0.38803 0.00496 0.15303 0.00434 -0.00934 0.00450 -0.86235 0.00572 -0.06267 0.00530 0.47838 0.00473 0.31602 0.00488 -0.53699 0.00603 0.35964 0.00590 0.90069 0.00539 0.73833 0.00552 -0.11468 0.00656 -0.85333 0.00459 -0.31228 0.00391 -0.47464 0.00409 -1.32765 0.00541 0.54105 0.00482 0.37869 0.00497 -0.47432 0.00610 -0.16236 0.00435 -1.01537 0.00561 -0.85301 0.00573
2459492.3724884 0.04957 0.00359 -0.33949 0.00502 0.20625 0.00441 0.04005 0.00457 -0.80625 0.00577 -0.60076 0.00479 -0.05502 0.00414 -0.22122 0.00431 -1.06751 0.00557 -0.38845 0.00498 0.15729 0.00435 -0.00892 0.00452 -0.85521 0.00573 -0.06379 0.00532 0.48195 0.00475 0.31574 0.00490 -0.53055 0.00604 0.35645 0.00592 0.90219 0.00540 0.73599 0.00553 -0.11030 0.00656 -0.85848 0.00460 -0.31274 0.00392 -0.47895 0.00410 -1.32524 0.00541 0.54574 0.00484 0.37954 0.00498 -0.46676 0.00611 -0.16620 0.00436 -1.01250 0.00561 -0.84629 0.00574
2459492.3732407 0.04975 0.00361 -0.33404 0.00504 0.20262 0.00443 0.04548 0.00458 -0.80627 0.00580 -0.58999 0.00480 -0.05333 0.00416 -0.21047 0.00432 -1.06222 0.00560 -0.38447 0.00499 0.15219 0.00437 -0.00495 0.00453 -0.85670 0.00576 -0.06518 0.00533 0.47148 0.00476 0.31434 0.00490 -0.53741 0.00606 0.35820 0.00593 0.89486 0.00542 0.73772 0.00554 -0.11403 0.00659 -0.85234 0.00461 -0.31568 0.00394 -0.47282 0.00411 -1.32457 0.00544 0.53666 0.00485 0.37952 0.00499 -0.47223 0.00613 -0.15714 0.00438 -1.00889 0.00564 -0.85175 0.00576
2459492.3740162 0.04418 0.00363 -0.34264 0.00508 0.19479 0.00446 0.03574 0.00462 -0.82244 0.00586 -0.59613 0.00485 -0.05870 0.00420 -0.21775 0.00436 -1.07593 0.00566 -0.38446 0.00504 0.15297 0.00441 -0.00608 0.00457 -0.86426 0.00582 -0.06905 0.00538 0.46838 0.00480 0.30934 0.00495 -0.54884 0.00612 0.36393 0.00600 0.90136 0.00548 0.74231 0.00561 -0.11587 0.00667 -0.85735 0.00466 -0.31991 0.00397 -0.47896 0.00415 -1.33714 0.00550 0.53743 0.00490 0.37838 0.00505 -0.47980 0.00620 -0.15905 0.00442 -1.01723 0.00571 -0.85818 0.00583
2459492.3747801 0.04551 0.00363 -0.34382 0.00508 0.19995 0.00446 0.03554 0.00462 -0.80828 0.00584 -0.59852 0.00485 -0.05475 0.00419 -0.21916 0.00436 -1.06298 0.00564 -0.38621 0.00504 0.15756 0.00441 -0.00685 0.00457 -0.85067 0.00580 -0.06827 0.00538 0.47551 0.00480 0.31110 0.00495 -0.53272 0.00610 0.35628 0.00599 0.90005 0.00547 0.73564 0.00560 -0.10818 0.00664 -0.86035 0.00466 -0.31658 0.00397 -0.48099 0.00414 -1.32481 0.00547 0.54377 0.00490 0.37936 0.00505 -0.46446 0.00618 -0.16441 0.00442 -1.00823 0.00568 -0.84382 0.00581
2459492.3755324 0.05075 0.00363 -0.34082 0.00508 0.20682 0.00445 0.03873 0.00462 -0.81249 0.00585 -0.60221 0.00484 -0.05456 0.00418 -0.22265 0.00435 -1.07387 0.00564 -0.39457 0.00503 0.15307 0.00439 -0.01501 0.00456 -0.86623 0.00580 -0.06788 0.00538 0.47977 0.00479 0.31168 0.00494 -0.53954 0.00611 0.35631 0.00598 0.90396 0.00546 0.73587 0.00559 -0.11535 0.00664 -0.85951 0.00465 -0.31187 0.00396 -0.47996 0.00414 -1.33118 0.00548 0.54764 0.00489 0.37955 0.00504 -0.47167 0.00619 -0.16809 0.00441 -1.01931 0.00568 -0.85122 0.00581
2459492.3763079 0.04745 0.00361 -0.34536 0.00506 0.19768 0.00444 0.03400 0.00460 -0.81432 0.00583 -0.60691 0.00483 -0.06387 0.00417 -0.22755 0.00434 -1.07588 0.00562 -0.38528 0.00502 0.15776 0.00440 -0.00592 0.00456 -0.85424 0.00579 -0.06632 0.00537 0.47673 0.00479 0.31305 0.00493 -0.53528 0.00609 0.35205 0.00596 0.89509 0.00544 0.73142 0.00557 -0.11691 0.00662 -0.86518 0.00464 -0.32213 0.00395 -0.48581 0.00413 -1.33414 0.00546 0.54305 0.00488 0.37937 0.00503 -0.46896 0.00617 -0.16368 0.00440 -1.01201 0.00567 -0.84833 0.00580
2459492.3770486 0.04841 0.00361 -0.34299 0.00505 0.20386 0.00443 0.04179 0.00459 -0.80953 0.00581 -0.59795 0.00482 -0.05109 0.00417 -0.21316 0.00433 -1.06449 0.00561 -0.39050 0.00501 0.15635 0.00438 -0.00572 0.00454 -0.85705 0.00577 -0.06851 0.00536 0.47835 0.00477 0.31628 0.00492 -0.53505 0.00608 0.35427 0.00595 0.90112 0.00543 0.73905 0.00556 -0.11227 0.00661 -0.86398 0.00463 -0.31713 0.00394 -0.47919 0.00411 -1.33052 0.00545 0.54685 0.00487 0.38479 0.00501 -0.46654 0.00615 -0.16207 0.00438 -1.01340 0.00565 -0.85133 0.00578
2459492.3784954 0.04020 0.00359 -0.34481 0.00503 0.19669 0.00442 0.02953 0.00458 -0.81778 0.00580 -0.59557 0.00480 -0.05407 0.00416 -0.22123 0.00433 -1.06854 0.00560 -0.38785 0.00499 0.15365 0.00437 -0.01352 0.00453 -0.86082 0.00576 -0.05970 0.00534 0.48180 0.00477 0.31464 0.00492 -0.53267 0.00607 0.35928 0.00594 0.90077 0.00543 0.73361 0.00556 -0.11369 0.00660 -0.85271 0.00461 -0.31121 0.00394 -0.47837 0.00412 -1.32567 0.00544 0.54150 0.00485 0.37434 0.00500 -0.47297 0.00614 -0.16716 0.00438 -1.01447 0.00564 -0.84731 0.00577
