JD V-C s1 V-K1 s2 V-K2 s3 V-K3 s4 C1-K1 s5 C1-K2 s6 C1-K3 s7 C2-K1 s8 C2-K2 s9 C2-K3 s10 C3-K1 s11 C3-K2 s12 C3-K3 s13 K1-K2 s14 K1-K3 s15 K2-K3 s16
Aperture: 6, Filter: L, JD: geocentric
2459543.4290046 0.46100 0.00889 1.06650 0.00918 0.61231 0.00981 0.00376 0.01121 1.25771 0.00994 0.80353 0.01052 0.19498 0.01184 0.96044 0.00879 0.50626 0.00945 -0.10230 0.01089 0.01012 0.00657 -0.44406 0.00743 -1.05261 0.00919 -0.45418 0.00741 -1.06273 0.00918 -0.60855 0.00981
2459543.4297685 0.47427 0.00893 1.07882 0.00922 0.62148 0.00984 0.02743 0.01122 1.24353 0.00990 0.78619 0.01047 0.19214 0.01178 0.95379 0.00876 0.49644 0.00941 -0.09760 0.01085 0.01578 0.00657 -0.44156 0.00741 -1.03560 0.00917 -0.45735 0.00739 -1.05139 0.00915 -0.59404 0.00978
2459543.4305324 0.47100 0.00890 1.07590 0.00919 0.62035 0.00982 0.01671 0.01122 1.24953 0.00986 0.79397 0.01045 0.19034 0.01177 0.96362 0.00880 0.50807 0.00946 -0.09557 0.01090 0.01036 0.00654 -0.44519 0.00740 -1.04883 0.00917 -0.45555 0.00739 -1.05919 0.00916 -0.60364 0.00979
2459543.4312963 0.47693 0.00887 1.08475 0.00915 0.62245 0.00979 0.01834 0.01118 1.26184 0.00985 0.79954 0.01044 0.19543 0.01175 0.96742 0.00875 0.50512 0.00941 -0.09899 0.01085 0.00992 0.00651 -0.45237 0.00738 -1.05648 0.00915 -0.46229 0.00737 -1.06640 0.00913 -0.60411 0.00977
2459543.4320486 0.47017 0.00884 1.06516 0.00914 0.61662 0.00978 0.01475 0.01116 1.23255 0.00980 0.78401 0.01040 0.18214 0.01171 0.95545 0.00879 0.50691 0.00945 -0.09497 0.01087 0.00199 0.00655 -0.44655 0.00741 -1.04842 0.00916 -0.44854 0.00740 -1.05041 0.00915 -0.60187 0.00979
2459543.4328125 0.47625 0.00884 1.08691 0.00913 0.61944 0.00978 0.02114 0.01121 1.27249 0.00985 0.80502 0.01046 0.20672 0.01181 0.95380 0.00867 0.48632 0.00936 -0.11198 0.01084 0.01719 0.00651 -0.45029 0.00740 -1.04859 0.00921 -0.46747 0.00738 -1.06577 0.00918 -0.59830 0.00984
2459543.4335764 0.45050 0.00880 1.05589 0.00909 0.60137 0.00973 0.00734 0.01113 1.25477 0.00987 0.80025 0.01046 0.20622 0.01177 0.95555 0.00874 0.50103 0.00940 -0.09300 0.01084 0.01290 0.00655 -0.44162 0.00741 -1.03565 0.00916 -0.45452 0.00738 -1.04855 0.00914 -0.59403 0.00978
2459543.4343403 0.46570 0.00887 1.06907 0.00915 0.62102 0.00977 0.01700 0.01115 1.26782 0.00993 0.81977 0.01050 0.21575 0.01180 0.95283 0.00875 0.50479 0.00939 -0.09924 0.01082 0.00642 0.00653 -0.44162 0.00737 -1.04565 0.00912 -0.44804 0.00736 -1.05207 0.00911 -0.60402 0.00973
2459543.4350926 0.46725 0.00882 1.06618 0.00911 0.61559 0.00974 0.01567 0.01111 1.24754 0.00983 0.79695 0.01042 0.19702 0.01170 0.94503 0.00872 0.49444 0.00937 -0.10548 0.01079 0.00841 0.00654 -0.44218 0.00739 -1.04211 0.00912 -0.45059 0.00737 -1.05051 0.00910 -0.59993 0.00973
2459543.4358565 0.46929 0.00890 1.06938 0.00920 0.61332 0.00983 0.01455 0.01119 1.23902 0.00982 0.78297 0.01042 0.18419 0.01171 0.95859 0.00878 0.50253 0.00944 -0.09624 0.01085 0.00746 0.00655 -0.44859 0.00742 -1.04737 0.00914 -0.45605 0.00740 -1.05483 0.00912 -0.59878 0.00976
2459543.4366204 0.47833 0.00892 1.08166 0.00921 0.63167 0.00983 0.03482 0.01120 1.24983 0.00985 0.79984 0.01044 0.20299 0.01173 0.95402 0.00877 0.50403 0.00942 -0.09282 0.01084 0.01155 0.00655 -0.43844 0.00740 -1.03529 0.00914 -0.44999 0.00738 -1.04684 0.00912 -0.59685 0.00975
2459543.4380556 0.46260 0.00881 1.07018 0.00910 0.60287 0.00975 0.01287 0.01108 1.25568 0.00983 0.78837 0.01044 0.19837 0.01169 0.95476 0.00871 0.48745 0.00939 -0.10255 0.01075 0.01675 0.00652 -0.45056 0.00740 -1.04056 0.00907 -0.46731 0.00738 -1.05731 0.00905 -0.59000 0.00971
2459543.4388194 0.46581 0.00881 1.08059 0.00909 0.61871 0.00973 0.01237 0.01114 1.25780 0.00981 0.79593 0.01041 0.18958 0.01174 0.97366 0.00879 0.51178 0.00945 -0.09457 0.01090 0.02067 0.00652 -0.44120 0.00739 -1.04755 0.00916 -0.46187 0.00735 -1.06822 0.00913 -0.60635 0.00977
2459543.4395718 0.46170 0.00880 1.06580 0.00908 0.60658 0.00973 0.00579 0.01110 1.25182 0.00982 0.79260 0.01042 0.19181 0.01172 0.95373 0.00871 0.49451 0.00938 -0.10628 0.01080 0.01236 0.00650 -0.44686 0.00737 -1.04765 0.00911 -0.45922 0.00735 -1.06001 0.00909 -0.60079 0.00974
2459543.4403356 0.46324 0.00883 1.07759 0.00910 0.61426 0.00974 0.01364 0.01111 1.26570 0.00980 0.80237 0.01040 0.20176 0.01169 0.97114 0.00876 0.50781 0.00943 -0.09281 0.01084 0.01848 0.00649 -0.44486 0.00736 -1.04547 0.00910 -0.46333 0.00733 -1.06395 0.00907 -0.60061 0.00971
2459543.4410880 0.47390 0.00890 1.07859 0.00919 0.62248 0.00982 0.02325 0.01120 1.26029 0.00989 0.80418 0.01049 0.20495 0.01179 0.95641 0.00874 0.50029 0.00940 -0.09894 0.01083 0.00958 0.00653 -0.44654 0.00739 -1.04577 0.00914 -0.45612 0.00738 -1.05535 0.00913 -0.59923 0.00977
2459543.4418519 0.47859 0.00889 1.08639 0.00918 0.62315 0.00983 0.03184 0.01116 1.25561 0.00986 0.79237 0.01047 0.20107 0.01172 0.95556 0.00874 0.49232 0.00942 -0.09899 0.01079 0.01683 0.00655 -0.44641 0.00743 -1.03772 0.00912 -0.46324 0.00740 -1.05455 0.00909 -0.59130 0.00975
2459543.4426157 0.46751 0.00887 1.08117 0.00914 0.62014 0.00978 0.01919 0.01115 1.25863 0.00985 0.79760 0.01045 0.19665 0.01174 0.97457 0.00879 0.51354 0.00945 -0.08741 0.01086 0.01810 0.00651 -0.44292 0.00738 -1.04387 0.00912 -0.46103 0.00734 -1.06198 0.00909 -0.60095 0.00973
2459543.4433681 0.47108 0.00885 1.07281 0.00914 0.60888 0.00980 0.02197 0.01116 1.25080 0.00988 0.78687 0.01049 0.19996 0.01177 0.95907 0.00876 0.49514 0.00944 -0.09178 0.01084 0.00635 0.00652 -0.45758 0.00741 -1.04449 0.00913 -0.46393 0.00740 -1.05084 0.00913 -0.58691 0.00978
2459543.4441435 0.47926 0.00893 1.08553 0.00920 0.63328 0.00983 0.02446 0.01126 1.26463 0.00990 0.81238 0.01049 0.20356 0.01184 0.95483 0.00876 0.50257 0.00942 -0.10624 0.01091 0.01161 0.00653 -0.44065 0.00739 -1.04946 0.00921 -0.45225 0.00736 -1.06107 0.00919 -0.60882 0.00982
2459543.4448958 0.47993 0.00895 1.08293 0.00923 0.62894 0.00987 0.01584 0.01130 1.25427 0.00988 0.80028 0.01048 0.18718 0.01184 0.95531 0.00877 0.50132 0.00944 -0.11178 0.01093 0.00901 0.00654 -0.44498 0.00741 -1.05808 0.00924 -0.45399 0.00739 -1.06709 0.00922 -0.61310 0.00986
2459543.4456597 0.47288 0.00896 1.07698 0.00924 0.61708 0.00989 0.01154 0.01134 1.25184 0.00996 0.79194 0.01057 0.18640 0.01193 0.95043 0.00880 0.49052 0.00948 -0.11501 0.01098 0.01375 0.00658 -0.44616 0.00747 -1.05169 0.00930 -0.45990 0.00744 -1.06544 0.00928 -0.60554 0.00993
2459543.4464236 0.48136 0.00899 1.08048 0.00927 0.62523 0.00991 0.02179 0.01131 1.24689 0.00992 0.79164 0.01052 0.18820 0.01185 0.95370 0.00879 0.49845 0.00946 -0.10499 0.01092 0.00529 0.00656 -0.44996 0.00744 -1.05340 0.00922 -0.45525 0.00742 -1.05869 0.00921 -0.60344 0.00985
2459543.4471875 0.47061 0.00891 1.08038 0.00919 0.62124 0.00984 0.00760 0.01125 1.25859 0.00990 0.79944 0.01052 0.18580 0.01185 0.96850 0.00877 0.50935 0.00946 -0.10429 0.01091 0.01390 0.00654 -0.44524 0.00743 -1.05889 0.00922 -0.45914 0.00741 -1.07278 0.00920 -0.61364 0.00985
2459543.4479514 0.47345 0.00892 1.07811 0.00921 0.62470 0.00983 0.01676 0.01127 1.24638 0.00985 0.79297 0.01044 0.18503 0.01180 0.95585 0.00875 0.50244 0.00940 -0.10550 0.01090 0.01419 0.00654 -0.43922 0.00740 -1.04715 0.00922 -0.45341 0.00737 -1.06135 0.00920 -0.60794 0.00983
2459543.4487269 0.47136 0.00892 1.07890 0.00921 0.62739 0.00984 0.02174 0.01125 1.25178 0.00987 0.80026 0.01046 0.19461 0.01180 0.96441 0.00878 0.51289 0.00944 -0.09276 0.01091 0.01390 0.00656 -0.43762 0.00741 -1.04327 0.00921 -0.45152 0.00739 -1.05717 0.00919 -0.60565 0.00982
2459543.4494792 0.47720 0.00895 1.08318 0.00924 0.62224 0.00988 0.02854 0.01125 1.25508 0.00991 0.79414 0.01051 0.20044 0.01181 0.95465 0.00878 0.49372 0.00945 -0.09999 0.01088 0.01420 0.00658 -0.44673 0.00745 -1.04044 0.00919 -0.46094 0.00742 -1.05465 0.00917 -0.59371 0.00981
2459543.4502431 0.49418 0.00905 1.10026 0.00934 0.64856 0.00996 0.04791 0.01131 1.24762 0.00994 0.79591 0.01052 0.19526 0.01181 0.96835 0.00887 0.51665 0.00952 -0.08401 0.01093 0.01106 0.00657 -0.44064 0.00743 -1.04129 0.00916 -0.45170 0.00742 -1.05236 0.00916 -0.60065 0.00979
2459543.4510185 0.47147 0.00896 1.08272 0.00923 0.61713 0.00988 0.00445 0.01134 1.26111 0.00994 0.79551 0.01055 0.18283 0.01193 0.96574 0.00880 0.50014 0.00949 -0.11254 0.01100 0.01681 0.00654 -0.44879 0.00744 -1.06147 0.00929 -0.46560 0.00740 -1.07828 0.00926 -0.61268 0.00992
2459543.4517708 0.48839 0.00905 1.09341 0.00933 0.63668 0.00997 0.02930 0.01137 1.25139 0.00994 0.79467 0.01055 0.18729 0.01188 0.96868 0.00887 0.51196 0.00954 -0.09542 0.01100 0.00787 0.00658 -0.44886 0.00747 -1.05624 0.00925 -0.45673 0.00745 -1.06411 0.00924 -0.60738 0.00989
2459543.4525347 0.48380 0.00905 1.09069 0.00933 0.63475 0.00996 0.03162 0.01138 1.24822 0.00996 0.79228 0.01055 0.18915 0.01190 0.95818 0.00892 0.50224 0.00957 -0.10089 0.01104 0.01651 0.00663 -0.43943 0.00749 -1.04256 0.00929 -0.45594 0.00746 -1.05907 0.00927 -0.60313 0.00991
2459543.4532986 0.49193 0.00909 1.09845 0.00937 0.63957 0.01001 0.02340 0.01147 1.25062 0.00995 0.79174 0.01056 0.17557 0.01195 0.96463 0.00884 0.50575 0.00952 -0.11042 0.01104 0.01240 0.00659 -0.44648 0.00747 -1.06265 0.00934 -0.45888 0.00745 -1.07505 0.00932 -0.61617 0.00996
2459543.4540509 0.48535 0.00900 1.09715 0.00927 0.63333 0.00992 0.03280 0.01130 1.25762 0.00991 0.79380 0.01052 0.19328 0.01183 0.97188 0.00882 0.50806 0.00951 -0.09246 0.01094 0.01630 0.00655 -0.44752 0.00744 -1.04804 0.00920 -0.46382 0.00742 -1.06435 0.00918 -0.60052 0.00984
2459543.4548148 0.49003 0.00906 1.09758 0.00935 0.64003 0.00997 0.03781 0.01134 1.25421 0.00991 0.79667 0.01050 0.19444 0.01181 0.96081 0.00882 0.50327 0.00948 -0.09896 0.01091 0.01463 0.00657 -0.44292 0.00743 -1.04515 0.00919 -0.45755 0.00741 -1.05977 0.00917 -0.60223 0.00981
2459543.4555903 0.49876 0.00903 1.10171 0.00932 0.63664 0.00997 0.04391 0.01133 1.24592 0.00986 0.78084 0.01049 0.18811 0.01179 0.96061 0.00880 0.49554 0.00950 -0.09719 0.01092 0.00939 0.00656 -0.45569 0.00746 -1.04842 0.00920 -0.46507 0.00744 -1.05781 0.00918 -0.59274 0.00985
2459543.4563426 0.49900 0.00902 1.10773 0.00930 0.64935 0.00992 0.04906 0.01130 1.26154 0.00987 0.80317 0.01046 0.20288 0.01177 0.96287 0.00877 0.50450 0.00943 -0.09579 0.01086 0.01348 0.00653 -0.44489 0.00739 -1.04518 0.00915 -0.45837 0.00737 -1.05866 0.00914 -0.60029 0.00977
2459543.4570949 0.49674 0.00905 1.10799 0.00932 0.65136 0.00994 0.03700 0.01135 1.26442 0.00995 0.80778 0.01053 0.19343 0.01187 0.96567 0.00880 0.50904 0.00945 -0.10532 0.01093 0.01578 0.00654 -0.44086 0.00740 -1.05521 0.00921 -0.45663 0.00737 -1.07099 0.00919 -0.61435 0.00981
2459543.4578588 0.49740 0.00900 1.10081 0.00927 0.64589 0.00991 0.04071 0.01130 1.25139 0.00986 0.79647 0.01046 0.19129 0.01179 0.95481 0.00881 0.49989 0.00948 -0.10529 0.01092 0.01084 0.00654 -0.44408 0.00741 -1.04926 0.00919 -0.45492 0.00739 -1.06010 0.00917 -0.60518 0.00981
2459543.4593056 0.49243 0.00899 1.09601 0.00927 0.63712 0.00991 0.04157 0.01127 1.25308 0.00988 0.79419 0.01049 0.19865 0.01178 0.95965 0.00878 0.50076 0.00946 -0.09478 0.01088 0.00858 0.00654 -0.45031 0.00742 -1.04585 0.00916 -0.45889 0.00741 -1.05443 0.00915 -0.59554 0.00980
2459543.4600694 0.49529 0.00904 1.10238 0.00932 0.64510 0.00996 0.04349 0.01133 1.26064 0.00995 0.80336 0.01055 0.20175 0.01185 0.95230 0.00875 0.49502 0.00943 -0.10659 0.01087 0.01535 0.00656 -0.44193 0.00744 -1.04354 0.00919 -0.45728 0.00742 -1.05889 0.00917 -0.60161 0.00983
2459543.4608333 0.50437 0.00906 1.10649 0.00934 0.65325 0.00997 0.05262 0.01135 1.25616 0.00991 0.80292 0.01050 0.20229 0.01182 0.95575 0.00877 0.50251 0.00943 -0.09812 0.01088 0.00670 0.00655 -0.44654 0.00741 -1.04717 0.00919 -0.45324 0.00740 -1.05387 0.00918 -0.60063 0.00981
2459543.4615856 0.50371 0.00906 1.11062 0.00933 0.65504 0.00996 0.05835 0.01132 1.25264 0.00987 0.79706 0.01046 0.20037 0.01177 0.96585 0.00878 0.51027 0.00945 -0.08643 0.01088 0.01192 0.00653 -0.44366 0.00739 -1.04035 0.00915 -0.45558 0.00738 -1.05227 0.00914 -0.59669 0.00977
2459543.4623495 0.49412 0.00901 1.10219 0.00928 0.64252 0.00991 0.03881 0.01131 1.26125 0.00990 0.80158 0.01049 0.19787 0.01182 0.95633 0.00877 0.49666 0.00943 -0.10704 0.01089 0.01517 0.00654 -0.44450 0.00741 -1.04821 0.00919 -0.45967 0.00738 -1.06338 0.00917 -0.60371 0.00981
2459543.4631019 0.49495 0.00899 1.10167 0.00927 0.65229 0.00990 0.04389 0.01132 1.25915 0.00990 0.80977 0.01049 0.20137 0.01184 0.95685 0.00878 0.50746 0.00944 -0.10094 0.01092 0.01329 0.00653 -0.43610 0.00741 -1.04450 0.00922 -0.44938 0.00738 -1.05778 0.00920 -0.60840 0.00983
2459543.4638657 0.51157 0.00911 1.11974 0.00937 0.65913 0.01001 0.06165 0.01137 1.25784 0.00991 0.79723 0.01052 0.19975 0.01182 0.96541 0.00882 0.50481 0.00949 -0.09268 0.01092 0.01262 0.00655 -0.44798 0.00743 -1.04547 0.00918 -0.46060 0.00739 -1.05809 0.00915 -0.59749 0.00980
2459543.4646296 0.50797 0.00911 1.11314 0.00938 0.66498 0.01000 0.05394 0.01144 1.25355 0.00997 0.80539 0.01055 0.19434 0.01192 0.95679 0.00880 0.50862 0.00945 -0.10242 0.01096 0.01240 0.00656 -0.43577 0.00742 -1.04681 0.00927 -0.44816 0.00739 -1.05921 0.00925 -0.61104 0.00987
2459543.4653935 0.50827 0.00908 1.11719 0.00935 0.66151 0.00997 0.05269 0.01138 1.26227 0.00988 0.80659 0.01047 0.19777 0.01182 0.96356 0.00878 0.50788 0.00944 -0.10094 0.01092 0.01330 0.00652 -0.44238 0.00739 -1.05120 0.00920 -0.45568 0.00736 -1.06450 0.00918 -0.60882 0.00981
2459543.4661574 0.51538 0.00902 1.12559 0.00930 0.66748 0.00992 0.05779 0.01133 1.26496 0.00991 0.80685 0.01050 0.19716 0.01184 0.96237 0.00873 0.50426 0.00939 -0.10543 0.01087 0.01517 0.00651 -0.44294 0.00738 -1.05263 0.00919 -0.45811 0.00736 -1.06780 0.00917 -0.60969 0.00981
2459543.4669213 0.50570 0.00905 1.11251 0.00933 0.65166 0.00997 0.05140 0.01135 1.24406 0.00977 0.78320 0.01038 0.18295 0.01171 0.96717 0.00877 0.50632 0.00944 -0.09394 0.01089 0.01396 0.00651 -0.44690 0.00739 -1.04715 0.00917 -0.46086 0.00737 -1.06111 0.00915 -0.60026 0.00979
2459543.4676852 0.51502 0.00906 1.12353 0.00934 0.66297 0.00997 0.06104 0.01133 1.25713 0.00988 0.79657 0.01048 0.19464 0.01178 0.94787 0.00871 0.48731 0.00938 -0.11462 0.01082 0.02084 0.00653 -0.43972 0.00740 -1.04165 0.00916 -0.46056 0.00737 -1.06249 0.00913 -0.60193 0.00977
2459543.4684491 0.51543 0.00910 1.12791 0.00936 0.66938 0.01000 0.05364 0.01142 1.26619 0.00991 0.80766 0.01052 0.19192 0.01187 0.95579 0.00877 0.49725 0.00945 -0.11849 0.01094 0.02152 0.00653 -0.43702 0.00742 -1.05276 0.00924 -0.45854 0.00738 -1.07427 0.00921 -0.61574 0.00986
2459543.4692014 0.52081 0.00908 1.12907 0.00935 0.66608 0.00998 0.06605 0.01135 1.26165 0.00989 0.79866 0.01049 0.19863 0.01180 0.96005 0.00873 0.49707 0.00941 -0.10296 0.01085 0.01381 0.00651 -0.44917 0.00739 -1.04920 0.00916 -0.46299 0.00736 -1.06302 0.00913 -0.60003 0.00978
2459543.4699653 0.50785 0.00900 1.12127 0.00927 0.65877 0.00989 0.05837 0.01129 1.25767 0.00988 0.79517 0.01047 0.19477 0.01179 0.96788 0.00875 0.50538 0.00941 -0.09502 0.01087 0.02077 0.00651 -0.44173 0.00737 -1.04213 0.00916 -0.46251 0.00734 -1.06290 0.00914 -0.60040 0.00977
2459543.4707292 0.52485 0.00912 1.13650 0.00939 0.66725 0.01004 0.08574 0.01136 1.26135 0.00988 0.79210 0.01050 0.21059 0.01176 0.95685 0.00878 0.48760 0.00948 -0.09392 0.01086 0.02115 0.00656 -0.44810 0.00746 -1.02962 0.00915 -0.46925 0.00741 -1.05076 0.00912 -0.58151 0.00978
2459543.4714815 0.52315 0.00908 1.12493 0.00936 0.66893 0.00999 0.06605 0.01140 1.25545 0.00988 0.79945 0.01048 0.19657 0.01183 0.95905 0.00877 0.50305 0.00944 -0.09983 0.01092 0.00496 0.00653 -0.45105 0.00741 -1.05393 0.00922 -0.45601 0.00739 -1.05889 0.00921 -0.60288 0.00984
2459543.4722454 0.51644 0.00908 1.12265 0.00936 0.65802 0.01000 0.05106 0.01142 1.24749 0.00981 0.78286 0.01043 0.17590 0.01179 0.95705 0.00882 0.49243 0.00950 -0.11453 0.01098 0.01602 0.00654 -0.44861 0.00743 -1.05556 0.00925 -0.46463 0.00740 -1.07158 0.00923 -0.60696 0.00988
2459543.4730093 0.52946 0.00915 1.13908 0.00942 0.68794 0.01002 0.07762 0.01141 1.25809 0.00989 0.80695 0.01047 0.19664 0.01181 0.96837 0.00878 0.51723 0.00943 -0.09308 0.01090 0.01383 0.00652 -0.43731 0.00737 -1.04763 0.00917 -0.45114 0.00735 -1.06145 0.00916 -0.61031 0.00978
2459543.4737731 0.52189 0.00914 1.13570 0.00941 0.67746 0.01004 0.07636 0.01141 1.25949 0.00987 0.80125 0.01047 0.20015 0.01179 0.96624 0.00877 0.50800 0.00944 -0.09310 0.01089 0.02154 0.00655 -0.43670 0.00742 -1.03780 0.00920 -0.45824 0.00739 -1.05934 0.00916 -0.60110 0.00981
2459543.4745255 0.53766 0.00911 1.13760 0.00940 0.68485 0.01002 0.08280 0.01141 1.24770 0.00986 0.79494 0.01045 0.19289 0.01179 0.95160 0.00873 0.49885 0.00939 -0.10320 0.01086 0.00735 0.00652 -0.44541 0.00739 -1.04745 0.00918 -0.45276 0.00738 -1.05480 0.00918 -0.60205 0.00981
2459543.4752778 0.53011 0.00917 1.13746 0.00944 0.68195 0.01006 0.08260 0.01142 1.24942 0.00984 0.79392 0.01043 0.19456 0.01175 0.96669 0.00880 0.51119 0.00947 -0.08816 0.01090 0.01335 0.00655 -0.44215 0.00742 -1.04150 0.00918 -0.45550 0.00739 -1.05486 0.00916 -0.59935 0.00980
2459543.4760417 0.53135 0.00916 1.13177 0.00944 0.68022 0.01005 0.06851 0.01144 1.24637 0.00990 0.79482 0.01048 0.18311 0.01182 0.95171 0.00879 0.50017 0.00944 -0.11154 0.01090 0.00855 0.00655 -0.44300 0.00741 -1.05471 0.00920 -0.45155 0.00739 -1.06326 0.00919 -0.61171 0.00982
2459543.4768056 0.53553 0.00920 1.14221 0.00947 0.68661 0.01010 0.08782 0.01146 1.25167 0.00993 0.79607 0.01054 0.19728 0.01184 0.96152 0.00882 0.50592 0.00949 -0.09287 0.01092 0.01363 0.00655 -0.44197 0.00743 -1.04076 0.00919 -0.45560 0.00741 -1.05439 0.00917 -0.59879 0.00982
2459543.4775694 0.53286 0.00919 1.14363 0.00945 0.68300 0.01007 0.09098 0.01143 1.25182 0.00986 0.79119 0.01045 0.19917 0.01176 0.97042 0.00881 0.50979 0.00948 -0.08223 0.01091 0.01699 0.00653 -0.44365 0.00740 -1.03566 0.00916 -0.46064 0.00737 -1.05265 0.00914 -0.59202 0.00978
2459543.4783218 0.53091 0.00914 1.13893 0.00940 0.68184 0.01002 0.07760 0.01137 1.25797 0.00994 0.80087 0.01053 0.19663 0.01182 0.96558 0.00881 0.50849 0.00948 -0.09575 0.01089 0.01226 0.00652 -0.44483 0.00740 -1.04907 0.00914 -0.45709 0.00737 -1.06134 0.00912 -0.60424 0.00977
2459543.4790856 0.54181 0.00923 1.15165 0.00950 0.69665 0.01010 0.08378 0.01151 1.27096 0.00990 0.81596 0.01048 0.20309 0.01184 0.96364 0.00877 0.50864 0.00943 -0.10423 0.01092 0.01212 0.00653 -0.44288 0.00738 -1.05575 0.00921 -0.45500 0.00736 -1.06787 0.00920 -0.61287 0.00982
2459543.4805324 0.55528 0.00926 1.16679 0.00953 0.70265 0.01016 0.10248 0.01149 1.25558 0.00985 0.79144 0.01046 0.19127 0.01176 0.96590 0.00879 0.50176 0.00947 -0.09841 0.01089 0.01893 0.00654 -0.44521 0.00743 -1.04538 0.00917 -0.46414 0.00740 -1.06431 0.00915 -0.60017 0.00980
2459543.4812963 0.54782 0.00925 1.14811 0.00953 0.70277 0.01012 0.09878 0.01146 1.24977 0.00992 0.80442 0.01050 0.20043 0.01179 0.95097 0.00882 0.50563 0.00946 -0.09836 0.01088 0.00756 0.00656 -0.43779 0.00740 -1.04178 0.00915 -0.44535 0.00738 -1.04933 0.00913 -0.60398 0.00975
2459543.4820602 0.55088 0.00922 1.15869 0.00948 0.70552 0.01009 0.09621 0.01145 1.25460 0.00989 0.80143 0.01047 0.19212 0.01179 0.96652 0.00878 0.51336 0.00943 -0.09595 0.01088 0.01257 0.00653 -0.44059 0.00738 -1.04991 0.00916 -0.45316 0.00735 -1.06248 0.00914 -0.60931 0.00976
2459543.4828241 0.54554 0.00925 1.15399 0.00952 0.69527 0.01013 0.09605 0.01147 1.26306 0.00990 0.80434 0.01049 0.20511 0.01179 0.95956 0.00879 0.50084 0.00945 -0.09838 0.01087 0.01390 0.00655 -0.44482 0.00741 -1.04405 0.00916 -0.45872 0.00738 -1.05794 0.00913 -0.59922 0.00977
2459543.4835880 0.55283 0.00925 1.15125 0.00954 0.70215 0.01015 0.09811 0.01152 1.24908 0.00987 0.79998 0.01046 0.19594 0.01180 0.95632 0.00883 0.50722 0.00948 -0.09682 0.01094 0.00229 0.00657 -0.44681 0.00743 -1.05084 0.00921 -0.44910 0.00742 -1.05314 0.00921 -0.60404 0.00983
2459543.4843403 0.55394 0.00927 1.15820 0.00955 0.71329 0.01014 0.10969 0.01149 1.24879 0.00985 0.80388 0.01042 0.20028 0.01174 0.95499 0.00878 0.51007 0.00942 -0.09352 0.01086 0.01309 0.00656 -0.43183 0.00740 -1.03542 0.00916 -0.44491 0.00737 -1.04851 0.00914 -0.60360 0.00976
2459543.4851042 0.54789 0.00917 1.15458 0.00944 0.69704 0.01006 0.08792 0.01146 1.24402 0.00979 0.78648 0.01039 0.17735 0.01175 0.96567 0.00876 0.50814 0.00942 -0.10099 0.01090 0.01438 0.00652 -0.44315 0.00739 -1.05228 0.00920 -0.45754 0.00736 -1.06667 0.00918 -0.60913 0.00982
2459543.4858681 0.55931 0.00925 1.16303 0.00952 0.71066 0.01014 0.09554 0.01152 1.25773 0.00991 0.80536 0.01050 0.19024 0.01184 0.95277 0.00876 0.50040 0.00942 -0.11472 0.01090 0.01022 0.00654 -0.44215 0.00741 -1.05727 0.00921 -0.45237 0.00739 -1.06749 0.00919 -0.61512 0.00983
2459543.4866319 0.55496 0.00927 1.16097 0.00953 0.70309 0.01014 0.10166 0.01154 1.24750 0.00985 0.78961 0.01044 0.18818 0.01180 0.96715 0.00881 0.50926 0.00947 -0.09217 0.01094 0.01147 0.00652 -0.44642 0.00738 -1.04785 0.00920 -0.45789 0.00736 -1.05932 0.00918 -0.60143 0.00982
2459543.4873843 0.54732 0.00921 1.14809 0.00950 0.69801 0.01010 0.09468 0.01148 1.24417 0.00986 0.79409 0.01044 0.19076 0.01178 0.96019 0.00880 0.51010 0.00945 -0.09322 0.01091 0.00633 0.00654 -0.44376 0.00739 -1.04708 0.00918 -0.45008 0.00739 -1.05341 0.00918 -0.60333 0.00980
2459543.4881481 0.55031 0.00927 1.14851 0.00954 0.70365 0.01015 0.10381 0.01148 1.24300 0.00990 0.79814 0.01049 0.19831 0.01179 0.95488 0.00882 0.51002 0.00948 -0.08982 0.01089 0.00445 0.00656 -0.44042 0.00742 -1.04025 0.00916 -0.44486 0.00740 -1.04469 0.00914 -0.59983 0.00978
2459543.4889120 0.56300 0.00924 1.16723 0.00952 0.70984 0.01013 0.10201 0.01153 1.25627 0.00989 0.79888 0.01048 0.19105 0.01184 0.95549 0.00874 0.49810 0.00940 -0.10973 0.01089 0.01044 0.00652 -0.44695 0.00738 -1.05478 0.00921 -0.45739 0.00738 -1.06521 0.00920 -0.60783 0.00983
2459543.4896644 0.57131 0.00925 1.18392 0.00951 0.72140 0.01013 0.11390 0.01151 1.24950 0.00978 0.78698 0.01039 0.17948 0.01174 0.96607 0.00875 0.50354 0.00942 -0.10396 0.01089 0.02274 0.00651 -0.43978 0.00738 -1.04728 0.00919 -0.46252 0.00733 -1.07003 0.00914 -0.60750 0.00978
2459543.4904282 0.54418 0.00919 1.15356 0.00946 0.69751 0.01008 0.08718 0.01142 1.26430 0.00989 0.80826 0.01048 0.19792 0.01178 0.96613 0.00874 0.51008 0.00941 -0.10025 0.01084 0.01238 0.00652 -0.44366 0.00739 -1.05400 0.00914 -0.45605 0.00736 -1.06638 0.00911 -0.61034 0.00975
